7, 11, 16,
10, 17, 9,
20, 10, 11,
8, 2, 11,
16, 15, 7,
9, 19, 11,
12, 2, 3,
6, 11, 14,
8, 5, 1,
13, 5, 12,
16, 19, 8,
11, 3, 12,
17, 1, 6,
17, 3, 20,
4, 20, 5,
19, 10, 18,
17, 17, 16,
4, 17, 10,
8, 12, 8,
15, 14, 1,
8, 9, 3,
13, 10, 3,
1, 9, 1,
3, 1, 3,
12, 17, 15,
6, 15, 4,
10, 14, 1,
8, 10, 8,
13, 11, 12,
15, 9, 5,
17, 20, 11,
17, 20, 1,
20, 18, 13,
10, 3, 16,
20, 9, 1,
17, 10, 10,
10, 1, 4,
14, 3, 10,
19, 10, 16,
11, 9, 4,
17, 16, 2,
2, 1, 20,
12, 10, 9,
20, 16, 15,
7, 4, 16,
3, 17, 1,
9, 7, 20,
14, 4, 20,
15, 8, 17,
14, 10, 4,
7, 12, 4,
7, 11, 20,
14, 4, 13,
8, 1, 13,
6, 16, 10,
16, 5, 7,
15, 10, 13,
3, 9, 5,
12, 12, 16,
7, 2, 13,
3, 12, 3,
12, 7, 14,
10, 16, 8,
14, 7, 18,
12, 18, 18,
13, 8, 20,
19, 19, 17,
10, 8, 4,
17, 13, 14,
12, 5, 11,
2, 13, 11,
17, 9, 10,
16, 14, 17,
2, 13, 15,
11, 1, 17,
19, 9, 17,
5, 19, 20,
14, 18, 11,
16, 1, 16,
16, 19, 18,
16, 10, 10,
13, 19, 4,
5, 5, 7,
11, 18, 4,
3, 7, 13,
9, 6, 10,
17, 15, 9,
1, 5, 17,
6, 2, 15,
6, 1, 11,
9, 7, 5,
7, 19, 12,
3, 1, 6,
13, 3, 18,
16, 5, 14,
13, 18, 15,
10, 1, 11,
8, 13, 1,
18, 19, 11,
8, 11, 11,
18, 7, 14,
12, 11, 6,
6, 10, 16,
9, 4, 1,
3, 7, 11,
9, 17, 6,
4, 20, 12,
12, 13, 7,
13, 17, 10,
3, 1, 20,
13, 5, 8,
2, 1, 6,
13, 15, 18,
12, 5, 3,
3, 5, 20,
7, 10, 15,
2, 5, 13,
4, 3, 17,
13, 7, 6,
7, 1, 9,
3, 12, 3,
4, 5, 18,
8, 15, 13,
15, 1, 14,
12, 13, 20,
14, 15, 3,
16, 16, 11,
18, 15, 15,
15, 12, 15,
2, 19, 16,
14, 4, 12,
5, 7, 6,
14, 19, 15,
15, 1, 1,
18, 11, 10,
7, 11, 6,
11, 13, 4,
6, 18, 6,
18, 16, 20,
4, 6, 10,
17, 14, 13,
11, 2, 9,
12, 18, 2,
17, 10, 16,
19, 1, 15,
20, 14, 10,
8, 13, 12,
20, 17, 12,
5, 8, 18,
17, 17, 13,
4, 9, 18,
17, 18, 5,
14, 17, 19,
6, 1, 9,
19, 18, 4,
11, 17, 10,
5, 8, 10,
1, 15, 20,
7, 1, 14,
17, 16, 6,
10, 5, 15,
4, 11, 12,
11, 13, 3,
12, 6, 13,
10, 4, 10,
20, 17, 3,
15, 20, 6,
3, 19, 4,
5, 5, 17,
19, 14, 10,
2, 18, 18,
1, 11, 17,
1, 13, 2,
16, 7, 16,
13, 7, 1,
16, 8, 16,
13, 18, 11,
18, 20, 14,
20, 10, 7,
19, 17, 1,
8, 9, 14,
13, 4, 9,
3, 15, 19,
7, 2, 4,
16, 6, 2,
9, 12, 2,
16, 6, 18,
1, 4, 14,
6, 15, 8,
3, 18, 7,
7, 8, 13,
5, 20, 19,
19, 4, 13,
13, 16, 6,
20, 12, 8,
7, 7, 13,
19, 1, 3,
13, 11, 11,
18, 12, 17,
9, 12, 15,
17, 17, 16,
19, 1, 13,
13, 20, 15,
20, 11, 18,
20, 15, 16,
20, 20, 6,
11, 5, 3,
20, 10, 7,
11, 8, 1,
1, 20, 11,
13, 7, 7,
7, 8, 2,
13, 12, 4,
13, 12, 5,
16, 1, 15,
1, 5, 5,
17, 15, 10,
16, 15, 6,
7, 1, 11,
9, 11, 14,
15, 13, 5,
10, 5, 2,
17, 7, 7,
7, 20, 7,
8, 8, 2,
18, 20, 17,
18, 13, 3,
9, 8, 14,
10, 2, 11,
6, 11, 13,
11, 2, 11,
3, 14, 11,
14, 9, 8,
2, 1, 5,
19, 10, 19,
4, 19, 15,
20, 3, 5,
6, 6, 13,
9, 9, 19,
8, 9, 8,
14, 4, 12,
17, 4, 10,
7, 13, 20,
13, 13, 15,
20, 8, 2,
5, 16, 12,
16, 12, 19,
11, 16, 2,
5, 20, 16,
12, 3, 5,
3, 7, 13,
11, 2, 13,
13, 3, 14,
9, 5, 18,
10, 11, 15,
3, 15, 20,
15, 7, 6,
12, 20, 8,
14, 8, 12,
14, 18, 17,
10, 5, 18,
16, 17, 4,
13, 17, 4,
20, 5, 10,
15, 10, 10,
8, 1, 4,
5, 15, 9,
17, 11, 18,
18, 2, 17,
16, 1, 12,
1, 5, 1,
13, 19, 14,
5, 20, 10,
14, 16, 17,
13, 11, 20,
14, 16, 9,
12, 5, 3,
16, 13, 12,
7, 1, 8,
5, 6, 9,
17, 9, 19,
16, 6, 9,
8, 6, 11,
10, 3, 9,
15, 6, 12,
10, 12, 18,
11, 10, 3,
18, 11, 13,
6, 17, 9,
20, 5, 4,
12, 2, 6,
15, 6, 5,
14, 4, 12,
20, 10, 9,
17, 2, 3,
9, 16, 12,
8, 11, 18,
18, 10, 19,
12, 10, 19,
9, 10, 1,
12, 8, 19,
19, 5, 10,
14, 17, 10,
3, 14, 9,
5, 4, 20,
20, 13, 3,
2, 4, 20,
11, 17, 4,
8, 16, 7,
13, 2, 19,
2, 8, 16,
17, 3, 5,
3, 11, 2,
2, 20, 15,
12, 5, 11,
19, 3, 5,
18, 15, 8,
13, 1, 1,
14, 17, 20,
13, 4, 5,
14, 11, 3,
16, 10, 5,
19, 2, 19,
7, 18, 10,
17, 8, 12,
18, 20, 4,
20, 18, 7,
2, 9, 17,
19, 3, 10,
11, 15, 12,
2, 3, 19,
19, 7, 18,
19, 3, 12,
11, 5, 2,
13, 6, 3,
6, 16, 17,
15, 6, 3,
20, 19, 14,
17, 17, 11,
8, 12, 20,
9, 18, 14,
17, 20, 2,
16, 10, 18,
13, 12, 6,
3, 5, 3,
4, 16, 10,
8, 2, 8,
15, 7, 13,
9, 20, 11,
13, 11, 1,
14, 8, 15,
19, 1, 15,
13, 19, 3,
16, 11, 10,
2, 6, 15,
15, 4, 13,
7, 12, 3,
9, 7, 16,
17, 8, 19,
15, 13, 12,
11, 9, 7,
11, 16, 17,
7, 11, 2,
13, 12, 12,
5, 14, 9,
9, 8, 19,
20, 18, 10,
5, 17, 1,
7, 1, 8,
2, 20, 9,
12, 4, 13,
7, 16, 2,
8, 13, 17,
11, 20, 7,
8, 9, 15,
3, 18, 13,
7, 19, 12,
6, 8, 4,
20, 10, 12,
16, 17, 17,
20, 12, 7,
7, 5, 4,
11, 14, 4,
4, 19, 17,
20, 2, 16,
17, 20, 17,
13, 11, 10,
20, 11, 20,
10, 7, 7,
4, 7, 9,
3, 7, 17,
14, 16, 6,
3, 1, 16,
18, 19, 5,
3, 18, 10,
10, 20, 20,
7, 7, 9,
5, 4, 15,
18, 8, 6,
7, 4, 15,
13, 20, 6,
15, 10, 18,
12, 17, 3,
13, 10, 4,
2, 14, 2,
12, 8, 12,
7, 8, 5,
8, 3, 2,
17, 1, 12,
8, 15, 7,
18, 13, 3,
20, 2, 9,
8, 20, 10,
5, 10, 9,
16, 20, 20,
6, 20, 19,
5, 15, 18,
20, 20, 18,
8, 8, 16,
17, 16, 1,
2, 9, 16,
12, 1, 5,
1, 7, 11,
15, 15, 9,
20, 12, 18,
13, 18, 11,
4, 17, 3,
5, 20, 5,
3, 10, 11,
14, 20, 3,
18, 6, 18,
13, 18, 18,
8, 1, 13,
4, 18, 11,
6, 6, 20,
18, 7, 9,
18, 17, 1,
3, 16, 20,
13, 16, 11,
14, 5, 5,
14, 20, 15,
4, 14, 16,
20, 18, 16,
5, 6, 7,
6, 8, 10,
19, 15, 10,
20, 19, 7,
14, 10, 4,
13, 9, 17,
9, 10, 9,
2, 2, 1,
11, 19, 6,
19, 18, 14,
20, 12, 3,
13, 17, 15,
16, 18, 3,
2, 9, 7,
9, 17, 12,
19, 9, 10,
16, 8, 7,
9, 6, 8,
20, 11, 11,
14, 19, 17,
4, 11, 14,
15, 6, 17,
4, 6, 19,
14, 16, 13,
20, 15, 4,
11, 7, 7,
13, 15, 17,
18, 7, 5,
7, 5, 9,
13, 5, 3,
10, 2, 2,
10, 15, 10,
12, 19, 5,
2, 14, 13,
5, 14, 16,
18, 12, 13,
5, 14, 5,
14, 17, 4,
9, 3, 4,
6, 16, 4,
14, 6, 20,
13, 6, 4,
17, 4, 11,
20, 6, 16,
6, 2, 7,
1, 5, 6,
2, 17, 15,
18, 6, 2,
1, 14, 18,
8, 12, 11,
7, 16, 9,
4, 1, 5,
18, 5, 19,
16, 19, 17,
1, 14, 7,
2, 8, 1,
16, 8, 15,
18, 17, 2,
16, 20, 18,
2, 3, 5,
2, 13, 17,
4, 5, 18,
2, 19, 14,
5, 17, 7,
18, 9, 16,
3, 9, 9,
3, 1, 6,
17, 7, 7,
20, 15, 9,
9, 4, 3,
3, 11, 20,
16, 19, 19,
12, 10, 4,
19, 6, 7,
18, 18, 2,
4, 17, 6,
7, 10, 4,
12, 5, 11,
17, 8, 6,
9, 1, 7,
18, 12, 15,
3, 15, 3,
11, 10, 8,
2, 11, 6,
20, 16, 3,
9, 17, 19,
2, 19, 16,
3, 17, 20,
17, 7, 13,
7, 14, 19,
2, 6, 14,
18, 10, 5,
17, 20, 20,
14, 12, 15,
7, 3, 8,
3, 12, 12,
1, 15, 20,
7, 3, 15,
7, 17, 11,
8, 7, 5,
13, 14, 9,
6, 8, 5,
10, 12, 10,
2, 5, 20,
16, 5, 17,
18, 16, 4,
3, 3, 1,
14, 15, 5,
1, 19, 3,
18, 10, 3,
12, 19, 7,
16, 10, 3,
12, 1, 7,
15, 5, 15,
15, 7, 11,
3, 4, 5,
16, 3, 9,
17, 16, 11,
4, 8, 20,
15, 10, 20,
18, 4, 12,
17, 19, 14,
5, 6, 1,
4, 15, 2,
1, 6, 13,
8, 1, 16,
8, 8, 19,
19, 16, 7,
6, 7, 13,
10, 9, 2,
13, 5, 2,
9, 9, 11,
10, 11, 15,
3, 2, 5,
19, 6, 16,
3, 6, 1,
10, 16, 14,
18, 2, 10,
3, 3, 6,
10, 1, 18,
11, 12, 20,
5, 11, 13,
10, 14, 13,
14, 3, 20,
10, 19, 20,
5, 7, 15,
12, 5, 5,
18, 12, 6,
2, 1, 1,
2, 8, 6,
2, 14, 15,
20, 19, 2,
20, 6, 5,
15, 4, 2,
19, 18, 17,
1, 10, 13,
3, 8, 1,
15, 9, 3,
7, 3, 12,
3, 6, 12,
13, 18, 20,
12, 4, 12,
20, 18, 15,
8, 1, 20,
11, 4, 13,
17, 4, 12,
14, 10, 15,
4, 14, 15,
19, 4, 5,
5, 9, 8,
2, 14, 9,
19, 8, 9,
4, 17, 1,
8, 2, 6,
18, 19, 1,
10, 18, 19,
16, 17, 2,
2, 3, 10,
10, 20, 1,
1, 3, 20,
9, 19, 15,
10, 12, 2,
8, 12, 7,
14, 10, 19,
13, 11, 1,
6, 15, 1,
4, 8, 3,
20, 6, 17,
13, 12, 18,
4, 12, 18,
5, 19, 15,
2, 2, 5,
4, 5, 20,
20, 2, 18,
20, 15, 11,
20, 3, 12,
2, 5, 19,
19, 16, 1,
11, 7, 7,
6, 15, 16,
11, 9, 9,
11, 7, 9,
12, 5, 18,
11, 20, 8,
7, 1, 15,
4, 14, 5,
2, 4, 6,
20, 17, 15,
18, 4, 6,
11, 14, 19,
20, 10, 20,
12, 5, 16,
12, 13, 3,
10, 8, 12,
16, 19, 18,
17, 17, 14,
3, 9, 11,
3, 8, 10,
7, 6, 5,
17, 19, 9,
4, 14, 13,
4, 12, 14,
20, 6, 6,
3, 3, 10,
20, 18, 11,
7, 2, 13,
13, 13, 11,
13, 20, 18,
20, 10, 9,
18, 9, 19,
5, 16, 13,
19, 2, 16,
1, 15, 18,
19, 11, 16,
15, 15, 9,
1, 4, 16,
10, 15, 10,
6, 17, 18,
1, 4, 18,
8, 10, 11,
11, 1, 8,
5, 14, 3,
1, 8, 2,
4, 14, 15,
10, 6, 16,
17, 20, 18,
8, 7, 12,
12, 17, 2,
11, 15, 8,
8, 20, 18,
9, 5, 7,
2, 11, 20,
11, 8, 8,
4, 14, 13,
7, 1, 2,
13, 18, 10,
8, 9, 8,
12, 20, 7,
7, 10, 13,
13, 19, 16,
7, 19, 3,
8, 6, 18,
19, 10, 4,
18, 9, 12,
7, 8, 1,
15, 5, 2,
12, 15, 12,
17, 1, 19,
16, 4, 17,
2, 1, 5,
14, 14, 8,
7, 13, 9,
18, 8, 13,
18, 2, 3,
5, 3, 4,
16, 8, 13,
2, 2, 15,
2, 18, 17,
14, 15, 14,
9, 17, 9,
4, 10, 16,
9, 18, 9,
9, 3, 20,
7, 20, 2,
19, 4, 20,
5, 17, 12,
5, 15, 7,
1, 1, 2,
9, 17, 12,
2, 8, 17,
16, 13, 6,
20, 7, 2,
8, 7, 8,
6, 9, 5,
19, 14, 7,
9, 9, 15,
14, 8, 19,
20, 5, 15,
9, 3, 17,
5, 19, 18,
6, 18, 19,
13, 17, 6,
6, 7, 18,
18, 17, 13,
3, 16, 10,
19, 15, 14,
20, 17, 11,
2, 2, 20,
13, 5, 9,
5, 11, 14,
16, 7, 19,
11, 2, 12,
15, 14, 19,
11, 1, 18,
9, 14, 2,
18, 15, 15,
11, 12, 4,
18, 16, 19,
17, 16, 2,
16, 14, 7,
15, 17, 3,
3, 8, 18,
10, 15, 9,
12, 16, 6,
12, 19, 11,
16, 15, 13,
16, 18, 9,
20, 1, 12,
19, 10, 2,
11, 15, 20,
8, 5, 3,
16, 19, 17,
15, 17, 13,
6, 13, 7,
2, 17, 2,
4, 14, 13,
7, 9, 6,
3, 10, 6,
15, 8, 2,
18, 17, 15,
4, 3, 6,
19, 1, 2,
2, 16, 15,
10, 8, 14,
19, 14, 5,
14, 16, 14,
10, 11, 19,
11, 9, 7,
15, 19, 13,
18, 1, 20,
19, 6, 5,
5, 15, 8,
1, 3, 16,
11, 7, 11,
3, 9, 16,
3, 18, 9,
11, 18, 18,
2, 20, 5,
14, 13, 3,
1, 18, 5,
18, 10, 5,
8, 10, 6,
11, 7, 13,
14, 18, 9,
19, 19, 9,
4, 18, 8,
8, 19, 19,
12, 11, 19,
2, 7, 12,
7, 12, 16,
2, 5, 2,
14, 17, 18,
19, 6, 12,
4, 17, 7,
1, 5, 16,
18, 11, 7,
7, 12, 15,
9, 4, 15,
7, 3, 2,
13, 8, 3,
10, 14, 8,
